,page_id,revision_id,revision_id.key,has_template,revision_text_bytes,stems_length,category_links,cite_templates,cn_templates,images_in_tags,infobox_templates,paragraphs_without_refs,shortened_footnote_templates,who_templates,words_to_watch_matches,revision_words,revision_chars,revision_content_chars,external_links,headings_by_level(2),ref_tags,revision_templates,revision_wikilinks,article_quality_score,idf
125,42970,337594088,337659930,1.0,8846.0,5788.0,4.0,0.0,0.0,0.0,0.0,8801.0,0.0,0.0,14.0,1314.0,8823.0,7764.0,1.0,6.0,1.0,4.0,105.0,B,13.6596716204984
126,797295,528211914,535756045,1.0,11495.0,7320.0,12.0,5.0,0.0,0.0,0.0,6491.0,0.0,0.0,14.0,1600.0,11425.0,8729.0,1.0,6.0,10.0,17.0,93.0,C,12.56105933183029
127,18902,396040149,396760064,1.0,16372.0,10560.0,2.0,0.0,0.0,0.0,0.0,9003.0,0.0,0.0,36.0,2211.0,16182.0,14342.0,8.0,11.0,4.0,14.0,154.0,C,5.945249167419288
128,4542660,207617966,207582297,0.0,2685.0,1818.0,1.0,0.0,0.0,0.0,0.0,2677.0,0.0,0.0,7.0,397.0,2685.0,2389.0,0.0,2.0,1.0,5.0,20.0,Start,8.341551626654184
129,3153949,551599176,551990519,1.0,23910.0,11620.0,10.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,52.0,2397.0,23670.0,11967.0,50.0,6.0,51.0,40.0,195.0,C,10.555725762304176
130,6826346,478486796,477985599,0.0,5643.0,2953.0,3.0,4.0,0.0,0.0,1.0,592.0,0.0,0.0,3.0,598.0,5637.0,3092.0,8.0,5.0,11.0,11.0,45.0,Start,13.120675119765712
131,1027308,290467086,290229401,0.0,4559.0,2708.0,4.0,2.0,1.0,0.0,0.0,2531.0,0.0,0.0,10.0,585.0,4534.0,3111.0,6.0,3.0,5.0,9.0,30.0,Start,12.23828593956724
132,802377,200137964,199985552,0.0,10284.0,6521.0,2.0,0.0,1.0,0.0,0.0,3984.0,0.0,0.0,17.0,1410.0,10279.0,8562.0,5.0,6.0,6.0,6.0,117.0,C,10.080128830421929
133,19847474,246380477,246339391,0.0,925.0,640.0,0.0,0.0,0.0,0.0,0.0,923.0,0.0,0.0,4.0,132.0,925.0,775.0,0.0,1.0,1.0,3.0,0.0,Stub,13.526140227873876
134,19107682,337533740,347558512,1.0,8281.0,4317.0,1.0,8.0,3.0,0.0,0.0,856.0,0.0,0.0,9.0,971.0,8256.0,4926.0,25.0,7.0,16.0,17.0,36.0,C,12.966524439938452
135,14967,325873080,325612718,0.0,6996.0,3943.0,3.0,0.0,0.0,0.0,0.0,6936.0,0.0,0.0,6.0,834.0,6942.0,5538.0,2.0,4.0,0.0,4.0,166.0,Start,4.702142715173445
136,350672,856358862,858021018,1.0,83359.0,52256.0,1.0,3.0,2.0,0.0,0.0,20204.0,0.0,0.0,176.0,12541.0,82544.0,77137.0,11.0,9.0,37.0,38.0,80.0,C,11.821392135635453
137,47139879,599625096,640429739,1.0,1772.0,1133.0,0.0,0.0,0.0,0.0,0.0,1764.0,0.0,0.0,7.0,262.0,1772.0,1515.0,0.0,3.0,0.0,7.0,0.0,Stub,12.470087553624564
138,2347575,260596673,260647621,1.0,3169.0,2065.0,1.0,0.0,1.0,0.0,0.0,3163.0,0.0,0.0,12.0,505.0,3169.0,2814.0,1.0,1.0,0.0,3.0,31.0,Start,13.996143857119613
139,233373,665650741,923091378,1.0,42868.0,26289.0,5.0,19.0,0.0,0.0,0.0,12959.0,0.0,0.0,64.0,5700.0,42711.0,33408.0,46.0,12.0,47.0,31.0,97.0,B,14.506969480885603
140,28630482,478385818,472581303,0.0,8700.0,5290.0,7.0,0.0,0.0,0.0,1.0,3966.0,0.0,0.0,5.0,1036.0,8682.0,6899.0,11.0,4.0,6.0,4.0,53.0,C,11.994663856909488
141,335739,108220774,99407158,0.0,14233.0,8728.0,2.0,0.0,2.0,0.0,0.0,14229.0,0.0,0.0,26.0,2067.0,14233.0,12022.0,10.0,5.0,1.0,9.0,171.0,B,7.943584210651819
142,282635,505551557,524835067,1.0,25087.0,15545.0,2.0,4.0,2.0,0.0,0.0,17633.0,0.0,0.0,57.0,3302.0,24981.0,22546.0,9.0,12.0,11.0,11.0,132.0,C,13.040632412092176
143,10945963,404825663,404825851,1.0,33504.0,17461.0,5.0,29.0,8.0,0.0,1.0,3794.0,0.0,0.0,38.0,3815.0,33399.0,21303.0,85.0,11.0,78.0,50.0,198.0,B,15.605581769553712
144,24719237,359011816,326015223,0.0,1325.0,843.0,0.0,0.0,0.0,0.0,0.0,1321.0,0.0,0.0,1.0,183.0,1325.0,1187.0,0.0,1.0,0.0,3.0,4.0,Stub,15.605581769553712
145,528126,176114138,174193008,0.0,8331.0,5295.0,1.0,0.0,0.0,0.0,0.0,8293.0,0.0,0.0,13.0,1203.0,8323.0,7262.0,0.0,5.0,0.0,9.0,113.0,Start,13.996143857119613
146,3260388,243344904,243219780,0.0,1760.0,1188.0,1.0,0.0,0.0,0.0,0.0,1752.0,0.0,0.0,3.0,288.0,1760.0,1510.0,0.0,1.0,0.0,2.0,14.0,Start,11.000411583565622
147,3025983,161191708,132243698,0.0,10274.0,6864.0,2.0,0.0,0.0,0.0,0.0,10257.0,0.0,0.0,34.0,1617.0,10273.0,9320.0,2.0,4.0,0.0,3.0,90.0,B,12.966524439938452
148,11301078,405304379,440997806,1.0,3011.0,2050.0,1.0,0.0,1.0,0.0,0.0,2963.0,0.0,0.0,6.0,449.0,2973.0,2478.0,0.0,4.0,0.0,7.0,25.0,Start,12.832993047313932
149,794112,537946930,458089148,0.0,3058.0,1486.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,321.0,3058.0,1009.0,8.0,3.0,9.0,10.0,14.0,Start,13.813822300325658
150,42152,292245293,292178344,0.0,29140.0,19980.0,3.0,1.0,6.0,0.0,0.0,21844.0,0.0,0.0,67.0,4334.0,28951.0,25932.0,10.0,10.0,12.0,16.0,179.0,B,10.154543315988011
151,6314144,688858829,620897043,0.0,8014.0,4916.0,8.0,1.0,0.0,0.0,1.0,6353.0,0.0,0.0,8.0,1035.0,8010.0,6015.0,8.0,4.0,1.0,9.0,59.0,C,13.6596716204984
152,2559266,335958285,423278386,1.0,12827.0,8395.0,1.0,0.0,0.0,0.0,0.0,12791.0,0.0,0.0,20.0,1961.0,12811.0,11740.0,3.0,12.0,0.0,2.0,98.0,B,8.723144298555866
153,41949333,595570643,595756487,1.0,1202.0,886.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,8.0,174.0,1202.0,1067.0,0.0,0.0,0.0,4.0,0.0,Stub,15.605581769553712
154,10172453,485384115,475188734,0.0,4603.0,2794.0,6.0,3.0,0.0,0.0,0.0,505.0,2.0,0.0,9.0,590.0,4573.0,2731.0,3.0,5.0,6.0,13.0,42.0,Start,12.386705944685511
155,294148,429262017,245201091,0.0,27680.0,16576.0,4.0,6.0,0.0,0.0,1.0,15960.0,0.0,0.0,22.0,3585.0,27340.0,18698.0,22.0,14.0,16.0,30.0,255.0,C,8.31802112924399
156,3133628,178990405,179043467,1.0,5334.0,3490.0,1.0,5.0,0.0,0.0,0.0,5320.0,0.0,0.0,12.0,857.0,5334.0,4122.0,5.0,3.0,0.0,9.0,20.0,Start,15.605581769553712
157,839756,713275096,377640402,0.0,6419.0,4064.0,3.0,4.0,2.0,0.0,0.0,3793.0,0.0,0.0,54.0,904.0,6417.0,4715.0,2.0,4.0,3.0,13.0,61.0,Start,12.204384387891558
158,165451,589793817,675699297,1.0,33572.0,20603.0,11.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,4462.0,33481.0,21435.0,16.0,8.0,53.0,36.0,186.0,B,8.744918098105426
159,618644,211018615,211005945,0.0,39045.0,27158.0,3.0,0.0,0.0,0.0,0.0,38889.0,0.0,0.0,111.0,6239.0,39007.0,35681.0,2.0,9.0,0.0,8.0,171.0,B,11.580230078818564
160,31938,114915598,161262397,1.0,13331.0,8372.0,1.0,6.0,2.0,0.0,0.0,9625.0,0.0,0.0,39.0,1900.0,13291.0,10384.0,7.0,9.0,7.0,11.0,138.0,B,7.848530627521699
161,21208262,776692702,811404244,1.0,83144.0,,,,,,,,,,,,,,,,,,,,15.605581769553712
162,3762435,965417823,911734227,0.0,24159.0,13537.0,2.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,2588.0,24147.0,12091.0,40.0,13.0,43.0,49.0,105.0,GA,9.058796358793188
163,1561639,654334783,961149930,1.0,13195.0,8569.0,2.0,3.0,0.0,0.0,1.0,9616.0,0.0,0.0,30.0,1977.0,13190.0,10742.0,7.0,7.0,7.0,12.0,48.0,C,11.654338050972283
164,85818,777780213,841344297,1.0,30028.0,19807.0,9.0,1.0,7.0,0.0,0.0,835.0,0.0,0.0,53.0,4265.0,29926.0,26078.0,13.0,12.0,5.0,34.0,147.0,B,10.268043689852394
165,78449,236697432,200813468,0.0,12627.0,7404.0,6.0,4.0,0.0,0.0,0.0,4752.0,0.0,0.0,11.0,1487.0,12432.0,6683.0,5.0,5.0,13.0,167.0,138.0,C,12.966524439938452
166,98514,161183901,145696033,0.0,8821.0,5444.0,5.0,0.0,0.0,0.0,0.0,8766.0,0.0,0.0,24.0,1122.0,8790.0,7239.0,10.0,5.0,0.0,4.0,128.0,B,15.605581769553712
167,2884589,468788213,492010982,1.0,6043.0,3954.0,3.0,2.0,1.0,0.0,0.0,6017.0,0.0,0.0,6.0,904.0,6042.0,5222.0,0.0,4.0,0.0,5.0,28.0,Start,11.494707905380402
168,2967040,446512938,446513263,1.0,5213.0,3367.0,2.0,0.0,0.0,0.0,0.0,5191.0,0.0,0.0,9.0,735.0,5203.0,3298.0,1.0,6.0,0.0,8.0,39.0,Start,12.897531568451504
169,8378794,570956473,570957222,1.0,448.0,274.0,0.0,0.0,1.0,0.0,0.0,447.0,0.0,0.0,0.0,55.0,447.0,299.0,0.0,0.0,0.0,3.0,10.0,Stub,14.506969480885603
170,21897683,276394367,276480278,1.0,353.0,220.0,2.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,0.0,43.0,353.0,256.0,0.0,0.0,0.0,2.0,5.0,Stub,14.506969480885603
171,9527217,209677839,208956663,0.0,7601.0,4065.0,2.0,0.0,0.0,0.0,0.0,1220.0,0.0,0.0,11.0,882.0,7597.0,5924.0,23.0,4.0,8.0,2.0,16.0,Start,14.506969480885603
172,6221894,209143872,209111002,0.0,3250.0,1721.0,4.0,0.0,0.0,0.0,1.0,3246.0,0.0,0.0,1.0,384.0,3250.0,2145.0,7.0,3.0,0.0,3.0,27.0,Start,11.083793192504672
173,60817,56566811,56677928,1.0,10560.0,6685.0,4.0,0.0,3.0,0.0,1.0,10392.0,0.0,0.0,19.0,1380.0,10420.0,8287.0,11.0,10.0,0.0,21.0,112.0,B,8.669239033719663
174,64176,242147826,241545887,0.0,40476.0,26948.0,6.0,1.0,1.0,0.0,0.0,30749.0,0.0,0.0,70.0,5916.0,40324.0,36445.0,19.0,14.0,10.0,6.0,289.0,B,7.762910294574255
175,24591,139669302,119189974,0.0,54319.0,34394.0,3.0,8.0,5.0,0.0,0.0,3707.0,0.0,0.0,125.0,7410.0,54274.0,45274.0,61.0,10.0,32.0,21.0,208.0,B,10.685600843725588
176,32256910,436982292,668755967,1.0,1150.0,672.0,1.0,0.0,0.0,0.0,0.0,1144.0,0.0,0.0,2.0,146.0,1150.0,656.0,0.0,3.0,0.0,6.0,13.0,Stub,11.616597722989438
177,17239781,212512961,209850688,0.0,684.0,449.0,0.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,3.0,94.0,684.0,540.0,0.0,0.0,0.0,4.0,5.0,Stub,14.912434588993769
178,18743251,443861902,441733489,0.0,2929.0,1747.0,3.0,1.0,0.0,0.0,0.0,422.0,0.0,0.0,6.0,385.0,2929.0,2294.0,3.0,2.0,4.0,5.0,26.0,Start,8.588075626612456
179,63317,106697356,124627994,1.0,36835.0,23951.0,4.0,0.0,2.0,0.0,0.0,8161.0,0.0,0.0,80.0,4803.0,36794.0,32604.0,16.0,12.0,2.0,6.0,365.0,B,13.996143857119613
180,751455,589009855,502042998,0.0,2112.0,1324.0,2.0,0.0,2.0,0.0,0.0,958.0,0.0,0.0,8.0,303.0,2109.0,1789.0,2.0,4.0,2.0,4.0,16.0,Start,12.609849495999722
181,87893,767837420,608490198,0.0,12738.0,7732.0,4.0,8.0,1.0,0.0,0.0,7663.0,0.0,0.0,27.0,1742.0,12704.0,8993.0,14.0,7.0,7.0,16.0,77.0,C,8.960490800048069
182,1452962,153648122,161184272,1.0,5433.0,2385.0,3.0,0.0,0.0,0.0,0.0,4397.0,0.0,0.0,7.0,609.0,4399.0,3766.0,0.0,4.0,0.0,1.0,45.0,Start,14.912434588993769
183,167316,195071407,195815848,1.0,14038.0,9490.0,4.0,0.0,0.0,0.0,0.0,4813.0,0.0,0.0,30.0,2143.0,13990.0,13116.0,2.0,8.0,1.0,5.0,78.0,B,4.959038450336223
184,55887011,722485344,722462694,0.0,27.0,21.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,2.0,27.0,22.0,0.0,0.0,0.0,0.0,1.0,Stub,14.21928740843382
185,172644,782631373,756765547,0.0,48377.0,28369.0,4.0,62.0,3.0,0.0,0.0,817.0,0.0,0.0,56.0,6113.0,48261.0,25661.0,48.0,9.0,88.0,82.0,107.0,B,9.80346339417665
186,7363727,601603759,602714921,1.0,9538.0,4596.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,1024.0,9526.0,4430.0,29.0,7.0,27.0,51.0,47.0,C,13.040632412092176
187,23134802,672044112,672043546,0.0,1728.0,1038.0,4.0,0.0,1.0,0.0,0.0,1708.0,0.0,0.0,1.0,235.0,1712.0,1414.0,2.0,2.0,0.0,4.0,10.0,Stub,13.813822300325658
188,468974,300730799,416622980,1.0,7456.0,4902.0,3.0,2.0,0.0,0.0,0.0,7384.0,0.0,0.0,13.0,1151.0,7409.0,6311.0,3.0,9.0,0.0,6.0,74.0,B,14.21928740843382
189,6349141,659103041,850952469,1.0,5739.0,3486.0,5.0,2.0,1.0,0.0,0.0,5679.0,0.0,0.0,5.0,715.0,5697.0,4191.0,2.0,3.0,2.0,8.0,94.0,Start,7.946410401887655
190,47139879,640429739,599625096,0.0,1725.0,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,192.0,1725.0,1648.0,7.0,0.0,7.0,0.0,0.0,Start,12.470087553624564
191,21482040,263105570,264108654,1.0,4160.0,2799.0,1.0,3.0,0.0,0.0,0.0,1196.0,0.0,0.0,13.0,617.0,4156.0,3310.0,0.0,4.0,3.0,7.0,25.0,Start,8.543390137267156
192,24690416,699664054,699369358,0.0,33.0,26.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,3.0,33.0,28.0,0.0,0.0,0.0,0.0,1.0,Stub,13.526140227873876
193,33356145,589869257,642274885,1.0,1379.0,846.0,1.0,0.0,1.0,0.0,0.0,208.0,0.0,0.0,1.0,180.0,1377.0,1242.0,1.0,1.0,1.0,3.0,8.0,Stub,15.605581769553712
194,793911,376267375,376522422,1.0,43999.0,25909.0,3.0,37.0,6.0,0.0,1.0,10532.0,0.0,0.0,64.0,5407.0,43825.0,27974.0,43.0,9.0,60.0,79.0,406.0,B,15.605581769553712
195,2193,365092849,492192568,1.0,24432.0,15662.0,4.0,1.0,0.0,0.0,0.0,17399.0,0.0,0.0,24.0,3429.0,24396.0,20368.0,16.0,7.0,6.0,8.0,188.0,B,11.892009702849403
196,6826346,477985599,478486796,1.0,7390.0,3644.0,3.0,4.0,0.0,0.0,1.0,743.0,0.0,0.0,3.0,742.0,7382.0,4057.0,10.0,5.0,16.0,12.0,60.0,B,13.120675119765712
197,1119495,684932978,762276838,1.0,9836.0,5421.0,7.0,3.0,1.0,7.0,1.0,384.0,0.0,0.0,6.0,1029.0,9786.0,3759.0,15.0,6.0,15.0,28.0,58.0,C,10.056505684658491
198,7238390,362206105,363177876,1.0,4738.0,3223.0,3.0,0.0,0.0,0.0,1.0,4720.0,0.0,0.0,8.0,725.0,4738.0,3874.0,0.0,1.0,0.0,7.0,17.0,Start,12.470087553624564
199,1788900,426425792,411199096,0.0,2599.0,1336.0,1.0,0.0,0.0,0.0,0.0,1159.0,0.0,0.0,5.0,290.0,2573.0,1907.0,5.0,5.0,3.0,0.0,22.0,Start,12.715210011657549
200,252622,301386158,301284318,0.0,22907.0,14236.0,7.0,6.0,1.0,0.0,0.0,1316.0,0.0,0.0,24.0,2919.0,22770.0,18076.0,11.0,8.0,19.0,18.0,248.0,C,10.88708289825862
201,21362455,285716197,270402776,0.0,3810.0,2571.0,1.0,0.0,0.0,0.0,0.0,3792.0,0.0,0.0,19.0,586.0,3810.0,3480.0,2.0,5.0,0.0,7.0,15.0,Start,15.605581769553712
202,505243,379958897,379969212,1.0,24321.0,13975.0,4.0,3.0,0.0,0.0,1.0,10208.0,0.0,0.0,36.0,3005.0,24040.0,18896.0,16.0,13.0,5.0,14.0,235.0,B,10.549335964205405
203,797295,535756045,528211914,0.0,5557.0,3330.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,687.0,5509.0,3463.0,1.0,5.0,8.0,15.0,52.0,Start,12.56105933183029
204,201510,207937448,208203049,1.0,1715.0,990.0,4.0,0.0,0.0,0.0,0.0,745.0,0.0,0.0,3.0,203.0,1715.0,1220.0,2.0,1.0,3.0,3.0,27.0,Stub,10.2632475175889
205,47839432,528910594,529844047,1.0,12124.0,7459.0,6.0,0.0,0.0,0.0,0.0,11335.0,0.0,0.0,16.0,1787.0,11964.0,9765.0,2.0,5.0,3.0,21.0,159.0,C,13.408357192217494
206,396490,161171120,130317700,0.0,10805.0,7260.0,2.0,0.0,0.0,0.0,0.0,10745.0,0.0,0.0,38.0,1611.0,10773.0,9958.0,0.0,5.0,0.0,1.0,67.0,B,15.605581769553712
207,1289723,123520088,123591270,1.0,5419.0,3581.0,1.0,0.0,0.0,0.0,0.0,5413.0,0.0,0.0,15.0,762.0,5419.0,4889.0,3.0,4.0,0.0,3.0,41.0,Start,13.813822300325658
208,18938115,331849427,346905225,1.0,65250.0,38234.0,3.0,11.0,1.0,0.0,0.0,7941.0,0.0,2.0,78.0,8448.0,64737.0,51280.0,32.0,9.0,20.0,32.0,875.0,C,8.098989989482872
209,3664003,360689103,363177541,1.0,2996.0,2071.0,1.0,0.0,0.0,0.0,0.0,2987.0,0.0,0.0,4.0,472.0,2995.0,2670.0,0.0,2.0,0.0,4.0,14.0,Start,13.408357192217494
210,172880,565479865,501779946,0.0,7383.0,4901.0,8.0,2.0,1.0,0.0,0.0,6300.0,0.0,0.0,8.0,1057.0,7379.0,5479.0,3.0,5.0,4.0,7.0,66.0,C,12.23828593956724
211,213670,962516711,641423788,0.0,14974.0,9346.0,4.0,9.0,0.0,0.0,1.0,10508.0,0.0,0.0,22.0,2093.0,14938.0,10970.0,4.0,10.0,23.0,30.0,115.0,C,14.912434588993769
212,1702759,459236155,456671188,0.0,30766.0,21727.0,4.0,1.0,0.0,0.0,1.0,29847.0,0.0,0.0,111.0,4795.0,30678.0,28314.0,8.0,8.0,4.0,9.0,48.0,C,10.524177404569247
213,41949333,595756487,595570643,0.0,3502.0,2006.0,0.0,0.0,0.0,0.0,1.0,3500.0,0.0,0.0,8.0,311.0,3502.0,1106.0,0.0,0.0,0.0,8.0,7.0,Stub,15.605581769553712
214,20647197,811807637,753223141,0.0,52915.0,31527.0,6.0,25.0,3.0,0.0,0.0,21870.0,0.0,1.0,67.0,7198.0,52879.0,39162.0,38.0,13.0,35.0,60.0,290.0,C,8.0956987083988
215,9598,896212606,840624348,0.0,18330.0,9494.0,4.0,8.0,0.0,0.0,0.0,458.0,0.0,0.0,13.0,2335.0,18277.0,9457.0,24.0,11.0,14.0,92.0,132.0,C,12.23828593956724
216,233373,923091378,665650741,0.0,23663.0,14195.0,6.0,20.0,0.0,0.0,0.0,2257.0,0.0,0.0,28.0,2979.0,23642.0,14851.0,20.0,10.0,37.0,31.0,95.0,GA,14.506969480885603
217,26432582,349229107,348553117,0.0,1076.0,692.0,2.0,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,157.0,1076.0,802.0,0.0,3.0,0.0,4.0,12.0,Stub,9.144113593199997
218,10730517,175910025,175750878,0.0,8496.0,5290.0,4.0,0.0,0.0,0.0,0.0,5604.0,0.0,0.0,21.0,1183.0,8492.0,6814.0,2.0,6.0,3.0,4.0,93.0,B,6.5940582569006825
219,16926,746127099,761425179,1.0,18844.0,10643.0,6.0,32.0,0.0,0.0,0.0,6725.0,0.0,0.0,12.0,2361.0,18812.0,9977.0,29.0,8.0,38.0,55.0,82.0,GA,8.91473949213515
220,1452962,161184272,153648122,0.0,5531.0,2414.0,3.0,0.0,0.0,0.0,0.0,4496.0,0.0,0.0,7.0,617.0,4498.0,3808.0,1.0,4.0,0.0,1.0,45.0,Start,14.912434588993769
221,1412248,292783135,292629071,0.0,4947.0,3044.0,4.0,0.0,0.0,0.0,0.0,4919.0,0.0,0.0,5.0,636.0,4929.0,3155.0,1.0,3.0,0.0,9.0,37.0,Start,12.34748523153223
222,2347575,260647621,260596673,0.0,3234.0,2099.0,1.0,0.0,2.0,0.0,0.0,3230.0,0.0,0.0,12.0,512.0,3234.0,2815.0,1.0,1.0,0.0,4.0,31.0,Start,13.996143857119613
223,1027240,746827526,720106760,0.0,33958.0,20162.0,32.0,38.0,0.0,0.0,1.0,1635.0,0.0,0.0,48.0,4388.0,33907.0,20175.0,40.0,6.0,64.0,54.0,250.0,GA,10.253723636077646
224,76592,495670951,505109191,1.0,33190.0,20185.0,9.0,23.0,8.0,0.0,1.0,7608.0,0.0,0.0,47.0,4559.0,32914.0,23418.0,26.0,13.0,41.0,50.0,269.0,B,7.605903190054263
225,468924,335952093,164047016,0.0,16930.0,10141.0,5.0,0.0,0.0,0.0,0.0,16881.0,0.0,0.0,35.0,2462.0,16917.0,15039.0,0.0,7.0,0.0,2.0,62.0,B,12.772368425497495
226,1557265,487783290,488383179,1.0,513.0,262.0,0.0,0.0,0.0,0.0,0.0,511.0,0.0,0.0,0.0,61.0,513.0,289.0,0.0,0.0,0.0,2.0,5.0,Stub,15.605581769553712
227,64176,241545887,242147826,1.0,40454.0,26936.0,6.0,1.0,1.0,0.0,0.0,30766.0,0.0,0.0,70.0,5913.0,40302.0,36462.0,19.0,14.0,10.0,6.0,289.0,B,7.762910294574255
228,772540,641259729,671801500,1.0,67955.0,41485.0,9.0,18.0,0.0,0.0,1.0,40210.0,0.0,0.0,140.0,9447.0,67573.0,53725.0,47.0,8.0,48.0,38.0,245.0,FA,15.605581769553712
229,1936304,315873399,315888833,1.0,5453.0,3236.0,4.0,0.0,0.0,0.0,0.0,4460.0,0.0,0.0,7.0,714.0,5453.0,4338.0,9.0,5.0,3.0,3.0,63.0,Start,13.6596716204984
230,39708388,735007149,746633538,1.0,10381.0,4791.0,1.0,20.0,5.0,0.0,1.0,1002.0,0.0,0.0,3.0,982.0,9918.0,3953.0,27.0,5.0,27.0,33.0,42.0,Start,14.912434588993769
231,341486,285904454,285947899,1.0,16836.0,10872.0,2.0,0.0,1.0,0.0,0.0,10563.0,0.0,0.0,54.0,2624.0,16833.0,15208.0,12.0,8.0,13.0,3.0,67.0,B,13.207686496755342
232,25277,101407433,102973390,1.0,8625.0,5275.0,1.0,0.0,0.0,0.0,0.0,8570.0,0.0,0.0,16.0,1151.0,8590.0,7083.0,4.0,6.0,0.0,2.0,85.0,B,5.939590274556195
233,42387,416826792,416825220,0.0,14384.0,8918.0,3.0,0.0,3.0,0.0,1.0,11357.0,0.0,0.0,39.0,2058.0,14331.0,11514.0,9.0,7.0,2.0,12.0,125.0,B,6.881537023600243
234,1636488,274894839,274879192,0.0,1324.0,596.0,2.0,2.0,0.0,0.0,0.0,1324.0,0.0,0.0,0.0,122.0,1324.0,373.0,5.0,2.0,2.0,8.0,9.0,Stub,15.605581769553712
235,2773801,851145768,715786521,0.0,12022.0,7144.0,3.0,15.0,0.0,0.0,0.0,770.0,0.0,0.0,9.0,1530.0,12016.0,6968.0,15.0,8.0,20.0,24.0,67.0,C,11.713761471443084
236,2697098,256809570,256703949,0.0,2027.0,1302.0,2.0,0.0,0.0,0.0,0.0,2017.0,0.0,0.0,1.0,278.0,2027.0,1552.0,0.0,2.0,0.0,7.0,20.0,Stub,13.302996676559667
237,978768,236859889,236821692,0.0,1955.0,1327.0,3.0,0.0,0.0,0.0,0.0,1951.0,0.0,0.0,3.0,285.0,1955.0,1717.0,0.0,0.0,0.0,3.0,14.0,Stub,13.120675119765712
238,28743,656201048,894297880,1.0,50622.0,31136.0,8.0,31.0,4.0,0.0,0.0,22538.0,0.0,0.0,76.0,7187.0,50559.0,37304.0,43.0,9.0,37.0,48.0,193.0,B,12.56105933183029
239,29919,443138295,443135912,0.0,72593.0,41838.0,10.0,53.0,3.0,0.0,1.0,2154.0,0.0,0.0,53.0,8907.0,71304.0,38768.0,54.0,15.0,136.0,277.0,443.0,B,7.923560258726838
240,49404,726174382,786265012,1.0,39891.0,26909.0,3.0,1.0,2.0,0.0,0.0,8412.0,0.0,0.0,94.0,6222.0,39828.0,35855.0,5.0,9.0,4.0,20.0,244.0,B,5.354258221746057
241,614385,939589821,938949172,0.0,7478.0,3605.0,11.0,8.0,0.0,0.0,1.0,522.0,0.0,0.0,14.0,783.0,7476.0,3781.0,16.0,4.0,10.0,12.0,52.0,Start,14.21928740843382
242,239064,806743576,808439141,1.0,38377.0,22428.0,4.0,23.0,4.0,0.0,2.0,25513.0,0.0,0.0,41.0,4684.0,38312.0,19909.0,34.0,13.0,36.0,78.0,316.0,C,7.918960434609093
243,239064,808439141,806743576,0.0,40351.0,23787.0,4.0,24.0,3.0,0.0,2.0,26865.0,0.0,0.0,42.0,4972.0,40284.0,20834.0,35.0,13.0,37.0,77.0,336.0,C,7.918960434609093
244,71966,485941862,449031767,0.0,111925.0,56709.0,13.0,162.0,0.0,0.0,1.0,7077.0,0.0,0.0,130.0,12773.0,111686.0,54197.0,157.0,10.0,272.0,185.0,666.0,FA,15.605581769553712
245,26432582,348553117,349229107,1.0,1044.0,674.0,2.0,0.0,0.0,0.0,0.0,1038.0,0.0,0.0,0.0,153.0,1044.0,802.0,0.0,3.0,0.0,4.0,12.0,Stub,9.144113593199997
246,55887011,286807662,330137783,1.0,1741.0,1005.0,2.0,0.0,0.0,0.0,1.0,1741.0,0.0,0.0,1.0,205.0,1741.0,1190.0,0.0,2.0,0.0,7.0,19.0,Stub,14.21928740843382
247,31233315,797715465,797740717,1.0,486.0,284.0,2.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,55.0,482.0,237.0,1.0,1.0,0.0,5.0,4.0,Stub,12.56105933183029
248,255791,734530050,770938271,1.0,13814.0,8338.0,3.0,0.0,2.0,0.0,0.0,304.0,0.0,0.0,15.0,1726.0,13772.0,10999.0,6.0,4.0,32.0,17.0,75.0,C,11.994663856909488
249,6141500,332302260,249620238,0.0,3259.0,2047.0,2.0,0.0,0.0,0.0,0.0,3223.0,0.0,0.0,2.0,426.0,3227.0,2798.0,3.0,3.0,0.0,4.0,46.0,Start,13.996143857119613
250,247274,641396844,668409101,1.0,18902.0,12074.0,2.0,5.0,3.0,0.0,0.0,1039.0,0.0,1.0,42.0,2674.0,18889.0,15719.0,10.0,5.0,22.0,26.0,42.0,C,13.040632412092176
251,20647197,753223141,811807637,1.0,51294.0,31016.0,6.0,23.0,3.0,0.0,0.0,22247.0,0.0,1.0,65.0,7118.0,51256.0,39204.0,29.0,10.0,32.0,51.0,290.0,C,8.0956987083988
